isbn,series,language,publisher,price,title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
9780743244589.00,,English,Simon Schuster,2.34,Chronicles,Volume One,Bob Dylan,Biography & Autobiography,2005,3.98,320,40505
9781400033881.00,,English,Vintage International,2.86,Istanbul,,Orhan Pamuk,Biography & Autobiography,2006,3.78,356,11391
9781400041985.00,,English,Everyman's Library,18.89,Pnin,,Vladimir Vladimirovich Nabokov,Fiction,2004,3.89,143,13190
9780671732462.00,The Teachings of Don Juan #3,English,Washington Square Press,11.43,Journey To Ixtlan,,Carlos Castaneda,"Body, Mind & Spirit",1991,4.13,272,8139
9780060894085.00,,English,Harper Perennial,7.68,Genome,The Autobiography of a Species in 23 Chapters,Matt Ridley,Science,2006,4.03,344,20077
9780425144374.00,Jack Ryan #5,English,Berkley Books,3.58,Clear and Present Danger,,Tom Clancy,Intelligence service,1989,4.1,688,116535
9780375724633.00,,English,Vintage,5.31,Theatre,A Novel,William Somerset Maugham,Fiction,2001,4.14,304,4740
9780345316509.00,,English,Del Rey,5.46,"Job, a Comedy of Justice",,Robert Anson Heinlein,Fiction,1985,3.78,439,15580
9780060938109.00,,English,Harper Perennial Modern Classics,10.64,The Schopenhauer Cure,A Novel,Irvin Yalom,Fiction,2006,4.21,358,8663
9780765344304.00,Sword of Truth #8,English,Tor Fantasy,3.98,Naked Empire,,Terry Goodkind,Fiction,2004,3.82,736,42801
9780140055771.00,,English,Penguin (Non-Classics),1.45,My Uncle Oswald,,Roald Dahl,Fiction,1980,3.9,208,7833
9780765340740.00,Sword of Truth #7,English,Tor Books,3.11,The Pillars of Creation,,Terry Goodkind,Fiction,2002,3.68,725,46789
9780142003800.00,,English,Penguin Books,3.11,Drop City,,T. Coraghessan Boyle,Fiction,2004,3.85,497,10071
9780802141903.00,,English,Grove Press,7.18,Reservation Blues,,Sherman Alexie,Fiction,2005,3.98,306,10879
9780767905206.00,,English,Broadway Books,2.97,Mr. Maybe,,Jane Green,Fiction,2002,3.44,368,85775
9780440237976.00,Den of Shadows #4,English,Laurel Leaf Library,3.16,Midnight Predator,,Amelia Atwater-Rhodes,Juvenile Fiction,2003,4.02,256,7939
9781416500391.00,,English,Simon Schuster,1.59,Gulliver's Travels and A Modest Proposal,,Jonathan Swift;Jesse Gale,Fiction,2005,3.79,416,2001
9780451219954.00,Templar #1,English,Signet,3.09,The Last Templar,,Raymond Khoury,Fiction,2006,3.6,523,36519
9781857028157.00,,English,Fourth Estate,3.65,The Magician's Assistant,,Ann Patchett,Fantasy fiction,1998,3.65,357,24470
9780195168952.00,,English,"Oxford University Press, USA",12.08,Battle Cry of Freedom,The Civil War Era,James M. McPherson,History,2005,4.34,867,22318
9780425181607.00,,English,Berkley,3.83,Stephen King's Danse Macabre,,Stephen King,Fiction,2001,3.63,400,20474
9780143039310.00,À la recherche du temps perdu #4,English,Penguin Classics,12.48,Sodom and Gomorrah,,Marcel Proust,Fiction,2005,4.36,557,3039
9780743243780.00,Frank McCourt #3,English,Scribner,2.86,Teacher Man,A Memoir,Frank McCourt,Biography & Autobiography,2006,3.75,272,25726
9780099481249.00,,English,Vintage,1.45,Enduring Love,,Ian McEwan,Accidents,2004,3.63,245,29552
9780515141658.00,Circle Trilogy #1,English,Jove,2.86,Morrigan's Cross,,Nora Roberts,Fiction,2006,4.14,321,45372
9780896214408.00,,English,Thorndike Press,0,Rita Hayworth and Shawshank Redemption,A Story from Different Seasons,Stephen King,Fiction,1982,4.52,181,15409
9780441102679.00,Dune #6,English,Ace Books,6.14,Chapterhouse: Dune,,Frank Herbert,Fiction,1987,3.9,436,38651
9780143104902.00,,English,Penguin Classics,18.23,Black Lamb and Grey Falcon,A Journey Through Yugoslavia,Rebecca West,History,2007,4.23,1181,1550
9780553299496.00,Robot #3,English,Spectra,3.3,The Robots of Dawn,,Isaac Asimov,Fiction,1994,4.15,435,29837
9780312194390.00,,English,St. Martin's Griffin,2.69,The Autobiography of Henry VIII,"With Notes by His Fool, Will Somers: A Novel",Margaret George,Fiction,1998,4.25,939,23573
9780385334235.00,,English,Dial Press,7.65,Slapstick,"Or, Lonesome No More!",Kurt Vonnegut,Fiction,1999,3.87,288,29942
9780099437598.00,,English,Vintage Classics,6.1,In Watermelon Sugar,,Richard Brautigan,Social action,2002,4.02,144,9594
9780345321381.00,The Chronicles of Master Li and Number Ten Ox #1,English,Del Rey,7.55,Bridge of Birds,A Novel of an Ancient China that Never was,Barry Hughart;E. E. Doc Smith;Joel Rosenbreg;Kathryn Lance;Lin Carter,,1985,4.29,278,8786
9780060525118.00,Heather Wells #1,English,William Morrow Paperbacks,2.86,Size 12 Is Not Fat,A Heather Wells Mystery,Meg Cabot,Fiction,2006,3.74,345,73592
9780312424084.00,,English,Picador,2.86,A Home at the End of the World,A Novel,Michael Cunningham,Fiction,2004,3.9,342,14277
9781400034697.00,,English,Vintage,12.8,Strange Pilgrims,Twelve Stories,Gabriel García Márquez,Fiction,2006,4.03,208,6648
9781416505495.00,,English,Pocket Books,3.89,"Have Space Suit, Will Travel",,Robert A. Heinlein,Fiction,2005,3.89,276,22399
9780349100470.00,Auschwitz Trilogy #3,English,Abacus,2.25,The Drowned and the Saved,,Primo Levi,Auschwitz (Poland : Concentration camp),1989,4.39,170,3319
9780060256579.00,The Missing Piece #2,English,HarperCollins,15.46,The Missing Piece Meets the Big O,,Shel Silverstein,Juvenile Fiction,1981,4.33,104,10010
9780486451381.00,,English,Dover Publications,5.85,The Kingdom of God Is Within You,,Leo Tolstoy;Constance Garnett,Religion,2006,4.13,352,2256
9780393308556.00,,English,W.W. Norton & Company,4.98,The Book of Embraces,,Eduardo Galeano;Cedric Belfrage,Fiction,1992,4.29,288,2103
9780865471184.00,,English,North Point Press,3.01,West with the Night,,Beryl Markham,Biography & Autobiography,1942,4.19,294,23110
9780380715435.00,,English,William Morrow Paperbacks,2.95,The Mother Tongue,,Bill Bryson,Language Arts & Disciplines,1991,3.94,270,26672
9780316156110.00,,English,"Little, Brown and Company",9.44,Consider the Lobster,And Other Essays,David Foster Wallace,Literary Criticism & Collections,2005,4.25,343,30787
9780375714498.00,,English,Pantheon,11.38,Manufacturing Consent,The Political Economy of the Mass Media,Edward S. Herman;Noam Chomsky,Political Science,2002,4.24,412,12038
9780811200073.00,,English,New Directions,10.88,"Paris Spleen, 1869",,Charles Baudelaire;Charles Pierre Baudelaire,Poetry,1970,4.3,118,7549
9780805063745.00,The New Mexico Trilogy #1,English,Holt McDougal,5.26,The Milagro Beanfield War,A Novel,John Nichols,Fiction,2000,4.09,456,8841
9780060735449.00,,English,Harper Perennial,5.94,Island of the Sequined Love Nun,,Christopher Moore,Fiction,2004,3.79,336,26949
9780739422953.00,Valdemar: The Last Herald-Mage #1-3,English,SFBC,13.74,The Last Herald-mage,,Mercedes Lackey,"Fantasy fiction, American",1990,4.48,900,5107
9780553584509.00,,English,Bantam,3.39,The Taking,,Dean Ray Koontz,Fiction,2005,3.78,410,31794
9780805080513.00,The Chronicles of Prydain #4,English,Square Fish,1.91,Taran Wanderer,,Lloyd Alexander,Juvenile Fiction,2006,4.14,222,33286
9781401204259.00,Batman: One-Shots,English,DC Comics,7.97,Arkham Asylum,A Serious House on Serious Earth,Grant Morrison;Dave McKean,Comics & Graphic Novels,2004,4.1,216,50214
9780330419642.00,,English,Pan Publishing,3.4,Absolute Power,,David Baldacci,Murder,2003,4.16,550,79864
9780060566685.00,,English,Harper,3.07,Fluke,"Or, I Know Why the Winged Whale Sings",Christopher Moore,Fiction,2004,3.75,321,34773
9780451454249.00,Avalon #2,English,Roc,6.45,The Forest House,,Marion Zimmer Bradley,Fiction,1995,3.86,462,14898
9780440214922.00,,English,Dell,2.39,Drawing Blood,,Poppy Z. Brite,Fiction,1994,4.03,416,8674
9780446359207.00,,English,Warner Books,13.41,Carrion Comfort,,Dan Simmons,Fiction,1990,3.9,884,15056
9780060518653.00,,English,Harper Perennial Modern Classics,2.43,Letters from the Earth,Uncensored Writings,Mark Twain,Literary Criticism,2004,4.22,321,6447
9780595321803.00,,English,iUniverse,7.39,The Changeling,,Zilpha Keatley Snyder,Juvenile Fiction,2004,4.17,228,1155
9780140139396.00,,English,Penguin,6.29,The Big Rock Candy Mountain,,Wallace Stegner,Fiction,1943,4.15,563,5910
9780060218058.00,,English,HarperCollins,4.6,The Last of the Really Great Whangdoodles,,Julie Andrews Edwards,Juvenile Fiction,1996,4.25,209,9963
9780380710829.00,Masters of Rome #2,English,Avon,6.47,The Grass Crown,,Colleen McCullough,Fiction,1992,4.29,1104,9397
9780099481683.00,,English,Arrow,1.79,Skipping Christmas,,John Grisham,Christmas,2004,3.48,198,44098
9780553804799.00,,English,Bantam,3.68,The Husband,,Dean Ray Koontz,Fiction,2006,3.81,400,38265
9781861977694.00,,English,Penguin,15.54,The Art of Seduction,,Robert Greene,Seduction,2004,4.06,466,13029
9780375413315.00,The Cairo Trilogy #1-3,English,Everyman's Library,17.08,Palace Walk,Palace of Desire ; Sugar Street,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,,2019,4.46,1313,3194
9780156027595.00,,English,Harcourt,5.82,The Cyberiad,,Stanislaw Lem,Fiction,2002,4.18,295,7512
9780586066881.00,The Riftwar Saga #4,English,Grafton Books,3.4,A Darkness at Sethanon,,Raymond E. Feist,English fiction,1987,4.19,527,49946
9781579126261.00,Miss Marple #3,English,Black Dog & Leventhal Publishers,3.99,The Body in the Library,A Miss Marple Mystery,Agatha Christie,Fiction,2006,3.85,191,43669
9780140286274.00,Cappadora Family #1,English,Penguin Books,3.85,The Deep End of the Ocean,,Jacquelyn Mitchard,Fiction,1999,3.86,464,110552
9780099468646.00,,English,Vintage Classics,2.92,Earthly Powers,,Anthony Burgess,Fiction,2004,4.15,649,2022
9780060891565.00,,English,Avon,3.91,Eaters of the Dead,,Michael Crichton,Fiction,2006,3.66,304,27412
9780140449211.00,The Lives of the Twelve Caesars #1-12,English,Penguin Classics,8.9,The Twelve Caesars,,Suetonius,Fiction,2002,4.05,363,12365
9780425192795.00,Goddess Summoning #1,English,Berkley Sensation,5.4,Goddess of the Sea,,P. C. Cast,Fiction,2003,3.88,368,7583
9780886778446.00,Otherland #2,English,Daw Books,3.7,River of Blue Fire,,Tad Williams,Fiction,1999,4.01,675,12996
9780425162446.00,,English,Berkley Books,3.44,The Rapture of Canaan,,Sheri Reynolds,Fiction,1997,3.81,320,31885
9781421506296.00,Death Note #8,English,VIZ Media LLC,1.02,Death Note,,Tsugumi Ohba;Takeshi Obata,Comics & Graphic Novels,2006,4.26,201,16310
9781857988369.00,,English,Gollancz,7.54,Stand on Zanzibar,,John Brunner,Fiction,1999,3.96,672,12149
9781852864989.00,Death of the Endless #1,English,Titan Books,1.19,Death,The High Cost of Living,Neil Gaiman,Death (Fictitious character : Gaiman),1994,4.18,104,37678
9780385316576.00,,English,Delta,4.91,Follow Your Heart,,Susanna Tamaro,Fiction,1995,3.57,208,3170
9781416532811.00,Ring of Fire Main Line Novels #1,English,Baen Books,6.04,Sixteen Thirty-two,,Eric Flint,Fiction,2006,4.04,597,8118
9780007151677.00,,English,Harper,2.98,Endless Night,,Agatha Christie,FICTION,2002,3.77,303,12740
9780374292799.00,,English,"Farrar, Straus and Giroux (NY)",3.33,The World Is Flat [Updated and Expanded],A Brief History of the Twenty-first Century,Thomas L. Friedman,Social Science,2006,3.68,616,85459
9780486414249.00,,English,Dover Publications,8.22,Politics,,Aristotle;Benjamin Jowett;H. W. C. Davis,Political Science,2000,3.93,368,25018
9780446500036.00,Imriel's Trilogy #2,English,Roc,5.58,Kushiel's Justice,,Jacqueline Carey,Fiction,2007,4.25,703,15531
9780316910330.00,Gossip Girl #1,English,"Little, Brown and Company",6.47,Gossip Girl #1,A Novel by Cecily von Ziegesar,Cecily von Ziegesar,Young Adult Fiction,2002,3.51,224,53230
9780786886326.00,,English,Hyperion,3.4,Carter Beats the Devil,,Glen David Gold,Fiction,2002,4.09,483,10792
9780786711642.00,,English,Carroll & Graf Publishers,3.85,A Kiss Before Dying,,Ira Levin,Fiction,2003,3.94,242,6184
9780292760288.00,,English,University of Texas Press,8.36,100 Love Sonnets,Cien sonetos de amor,Pablo Neruda,Poetry,1986,4.4,232,12284
9780099461098.00,,English,Vintage,4.46,Underground,The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,Cults,2003,3.9,309,10003
9780064400961.00,Betsy-Tacy #1,English,HarperCollins,2.28,Betsy-Tacy,,Maud Hart Lovelace,Juvenile Fiction,1993,4.07,144,20496
9780842386883.00,Redemption #5,English,Tyndale House Publishers,5.65,Reunion,,Karen Kingsbury;Gary Smalley,Fiction,2004,4.5,400,12171
9780486281223.00,,English,Dover Publications,6.65,The Marriage of Heaven and Hell,In Full Color,William Blake,Art,1994,4.24,48,6894
9780380731503.00,Wayside School #2,English,Avon Camelot,3.32,Wayside School Is Falling Down (rack),,Louis Sachar,Juvenile Fiction,1998,4.17,152,52011
9780142402481.00,Redwall #15,English,Firebird,11.12,Triss,A Tale from Redwall,Brian Jacques;David Elliot,Juvenile Fiction,2004,3.98,389,10527
9780684813783.00,,English,Simon & Schuster,4.79,The Making of the Atomic Bomb,,Richard Rhodes,History,1986,4.35,886,13764
9781400043460.00,,English,Knopf Publishing Group,5.26,My Life in France,,Julia Child;Alex Prud'homme,Biography & Autobiography,2006,4.17,302,67593
9780439682589.00,,English,Scholastic,31.02,Harry Potter,"5 Years of Magic, Adventure, and Mystery at Hogwarts",J. K. Rowling,Juvenile Fiction,2004,4.78,2690,38872
9780393315639.00,,English,W. W. Norton Company,3.74,Marabou Stork Nightmares,A Novel,Irvine Welsh,Fiction,1997,3.86,288,8369
9780842356299.00,Redemption #2,English,Tyndale House Publishers,2.55,Remember,,Karen Kingsbury;Gary Smalley,Fiction,2003,4.42,432,17714
9780300108484.00,,English,Yale University Press,39.05,Cosmos,,Witold Gombrowicz;Danuta Borchardt,Fiction,2005,4.03,208,1801
9780679761051.00,,English,Vintage,5.11,Beauty and Sadness,,Yasunari Kawabata,Fiction,1996,3.86,206,4649
9781597800440.00,,English,Night Shade Books,6.08,The Algebraist,,Iain M. Banks,Fiction,2006,4.01,434,14737
9780385493628.00,,English,Anchor,5.26,Fermat's Enigma,The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,Mathematics,1997,4.24,315,18495
9780756401535.00,Dragon Jousters #1,English,DAW,3.05,Joust,,Mercedes Lackey,Fiction,2004,4.01,448,9871
9780849945113.00,,English,Thomas Nelson,3.71,Blink,,Ted Dekker,Fiction,2004,4.17,400,12968
9780140439052.00,"The Christmas Books #0.5-1, 5",English,Penguin Classics,2.91,A Christmas Carol and Other Christmas Writings,,Charles Dickens,Fiction,2003,4.13,288,29719
9780618057078.00,,English,Mariner Books,12.09,The Origin of Consciousness in the Breakdown of the Bicameral Mind,,Julian Jaynes,Philosophy,2000,4.24,491,3258
9780679847595.00,Shoes #1,English,Yearling,3.47,Ballet Shoes,,Noel Streatfeild,Juvenile Fiction,1993,4.07,233,28222
9780006280897.00,,English,HarperCollins Publishers Ltd,1.79,The Four Loves,,Clive Staples Lewis,Christian life,2002,4.15,170,33684
9780385491051.00,,English,Anchor,5.76,Surfacing,,Margaret Atwood,Fiction,1998,3.46,244,17504
9781585677283.00,The Prince of Nothing #2,English,Harry N. Abrams/Overlook Press,6.98,The Warrior Prophet,The Prince of Nothing,R. Scott Bakker,Fiction,2005,3.95,624,10236
9780140156041.00,,English,Penguin,5.35,Libra,With a New Introduction by the Author,Don DeLillo,Fiction,1991,3.99,480,11361
9780452281431.00,Sleeping Beauty #2,English,Penguin Group,4.22,Beauty's Punishment,,A. N. Roquelaure;Anne Rice,Fiction,1984,3.62,233,21844
9780756403140.00,The Coldfire Trilogy #1,English,Daw Books,16.19,Black Sun Rising,,C. S. Friedman,Fiction,2005,3.93,496,15265
9780804119436.00,,English,Ballantine Books,5.26,Horse Heaven,,Jane Smiley,Fiction,2003,3.88,640,4504
9780140447804.00,,English,Penguin Classics,9.6,The Consolation of Philosophy,,Boethius;Victor Watts,Literary Criticism,1999,3.97,192,7841
9781563892875.00,The Sandman #10,English,Vertigo,12.8,The Wake,,Neil Gaiman,"Comic books, strips, etc",1991,4.52,191,35864
9780312890186.00,The Book of the New Sun #3-4 ,English,Orb Books,8.08,Sword & Citadel,The Second Half of 'The Book of the New Sun',Gene Wolfe,Fiction,1994,4.31,411,9103
9781400095957.00,,English,Vintage,5.26,The Brief History of the Dead,,Kevin Brockmeier,Fiction,2007,3.67,252,9235
9780684841212.00,,English,Simon Schuster,5.28,Something Happened,,Joseph Heller,Fiction,1974,3.52,576,5983
9780393315080.00,,English,W. W. Norton Company,5.26,The Wanting Seed,,Anthony Burgess,Fiction,1963,3.78,288,4701
9780064471961.00,Shade's Children,English,HarperTeen,4.26,Shade's Children (rack),,Garth Nix,Juvenile Fiction,1998,3.9,345,10368
9780385333511.00,,English,Dial Press Trade Paperback,8.99,Bluebeard,,Kurt Vonnegut,Fiction,1998,4.03,318,29644
9780374506803.00,,English,"Farrar, Straus and Giroux",5.33,The Slave,,Isaac Bashevis Singer,Fiction,1988,4.17,320,1952
9780440229087.00,Skellig #1,English,Laurel Leaf,6.47,Skellig,,David Almond,Juvenile Fiction,2001,3.79,208,16388
9780345352446.00,Saga of the Pliocene Exile #4,English,Del Rey Books,5.68,The Adversary,,Julian May,Science,1987,4.22,472,4286
9780895941411.00,,English,Crossing Press,10.53,Sister Outsider,Essays and Speeches,Professor Audre Lorde;Audre Lorde,Social Science,1984,4.48,190,11007
9781855384279.00,The Teachings of Don Juan #9,English,Element,2.39,The Art of Dreaming,,Carlos Castaneda,Dreams,1994,4.11,260,3362
9780395500767.00,,English,Houghton Mifflin/Seymour Lawrence,10.22,"Richard Brautigan''s Trout Fishing in America ; The Pill Versus the Springhill Mine Disaster ; And, In Watermelon Sugar",,Richard Brautigan,Fiction,1989,4.15,400,8532
9780345396938.00,,English,Ballantine Books,5.23,Cry to Heaven,,Anne Rice,Fiction,1995,3.84,566,17761
9780099556312.00,,English,Arrow Books,2.76,Airframe,,Michael Crichton,Adventure stories,1997,3.7,431,65778
9781400032921.00,,English,Vintage Classics,15.25,The Complete Short Novels,,Anton Pavlovich Chekhov,Fiction,2005,4.47,548,10275
9781592289806.00,Lava #1,English,The Lyons Press,3.17,"From Baghdad, with Love","A Marine, the War, and a Dog Named Lava",Jay Kopelman;Melinda Roth,History,2006,4.11,196,6245
9780425201961.00,Goddess Summoning #3,English,Berkley,3.32,Goddess of Light,,P. C. Cast,Fiction,2005,4.04,355,5423
9780671774677.00,,English,Washington Square Press,3.11,Best Stories,,Hugh Garner,,1971,3.68,465,18590
9780571203031.00,,English,Faber & Faber Ltd,3.02,The Music of Chance,,Paul Auster,Gambling,2000,3.9,217,6704
9780143037576.00,,English,Penguin Books,5.34,Fear and Trembling,,Søren Kierkegaard,Philosophy,2005,4,160,13333
9780061196683.00,,English,William Morrow,4.66,My secret,a PostSecret book,Frank Warren,Antiques & Collectibles,2006,4.34,144,5801
9780785115311.00,Astonishing X-Men (2004) #1,English,Marvel,3.99,Astonishing X-Men - Volume 1,Gifted,Joss Whedon,Comics & Graphic Novels,2004,4.17,152,23613
9780870610639.00,,English,Christian Classics,152.3,Summa Theologica,Complete 5-Volume Set,Thomas Aquinas,"Theology, Doctrinal",2000,4.1,3020,2673
9780099449898.00,,English,Vintage Random House,2.85,"Will You Please be Quiet, Please",,Raymond Carver,Short stories,2003,4.27,181,9697
9780143035749.00,,English,Penguin Books,3.07,The Liars' Club,A Memoir,Mary Karr,Biography & Autobiography,2005,3.93,320,50776
